date,gold_inr_per_10g_landed,moving_avg_7d,moving_avg_30d,year_on_year_pct_change,day_30_rolling_volatility
2004-04-02,6223.423598109188,6257.415016948354,6167.340540742301,,0.9895857033512653
2004-04-05,6118.685120222508,6233.933105322125,6168.139153016002,,1.0391545191743414
2004-04-06,6175.79154866491,6210.654223435284,6168.005336511671,,1.0212843798389462
2004-04-07,6196.920439755949,6210.536111431146,6172.901547712476,,0.9421549597605583
2004-04-08,6175.9136029903475,6201.359622614209,6177.173889156587,,0.9451007597645912
2004-04-13,6009.789675394735,6166.58295771547,6175.49937805054,,1.070740709841641
2004-04-14,5913.022834768146,6116.22097427225,6169.293078561275,,1.1009820623420445
2004-04-15,5901.4408670228795,6070.223441259927,6165.4832689953855,,1.074796882111026
2004-04-16,5937.734993397093,6044.373423142009,6163.537814984652,,1.0804274583179398
2004-04-19,5939.968053123671,6010.684352350405,6161.092224982649,,1.0788822242945875
2004-04-20,5909.112848275881,5969.568982138963,6153.714258412673,,1.0146419783328016
2004-04-21,5826.119071767044,5919.5983348213485,6143.951756409794,,1.0415112466137872
2004-04-22,5856.033192266482,5897.6331229458865,6133.664220011521,,1.03538920356708
2004-04-23,5903.056449404341,5896.209353608196,6127.061170660565,,1.0367103669238826
2004-04-26,5903.087611637418,5896.444602838842,6119.798697085291,,1.033764458883832
2004-04-27,5947.949237042785,5897.903780502516,6116.701538607422,,1.0203434704411278
2004-04-28,5765.125063954116,5872.926210621147,6105.529749255619,,1.140865737946004
2004-04-29,5808.6166395699765,5858.56960937745,6094.445992769798,,1.1431492177452278
2004-04-30,5809.9613077415515,5856.261357373807,6081.133749727573,,1.1178097759381032
2004-05-03,5810.956621968005,5849.82184733117,6065.914005178735,,1.097522196024059
2004-05-04,5933.638246796291,5854.190675530017,6054.371484861946,,1.1769288067937895
2004-05-05,5936.243714072588,5858.92726159218,6040.6285373599285,,1.1530918692784415
2004-05-06,5862.370813318148,5846.701772488654,6024.442599332521,,1.1673777759002588
2004-05-07,5721.862354167502,5840.521385376275,6005.510180865356,,1.225990717711501
2004-05-10,5769.772564889671,5834.97223185051,5988.400649641474,,1.2433235754988703
2004-05-11,5773.522926416545,5829.766748804092,5969.5599564596005,,1.2257640670151362
2004-05-12,5798.014251480864,5827.917838734492,5956.2355240494635,,1.1770586939347976
2004-05-13,5741.820821303239,5800.515349378352,5939.6245839359435,,1.1721918993880904
2004-05-14,5800.429341610894,5781.113296169538,5924.53135100011,,1.192817727177114
2004-05-17,5843.126788737162,5778.364149800826,5910.450353328991,,1.203689011352331
